OPO code,Center code,Begin date,End date,Local Transplants,Regional Transplants,KI transplants procured by this OPO for the center,PA transplants procured by this OPO for the center,LI transplants procured by this OPO for the center,IN transplants procured by this OPO for the center,HR transplants procured by this OPO for the center,LU transplants procured by this OPO for the center
MWOB,KSUK-TX1,07/01/2017,06/30/2018,1,1,93,7,81,0,17,0
NEOR,KSUK-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
NJTO,KSUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,KSUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNMS,KSUK-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
TXSB,KSUK-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
ALOB,KYJH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
AROR,KYJH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
CADN,KYJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,KYJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,KYJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
KYDA,KYJH-TX1,07/01/2017,06/30/2018,1,1,66,7,24,0,7,13
MOMA,KYJH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
MSOP,KYJH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MWOB,KYJH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,3
NCCM,KYJH-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,1,0
NCNC,KYJH-TX1,07/01/2017,06/30/2018,0,1,4,0,1,0,0,1
OHLC,KYJH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
OHLP,KYJH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
SCOP,KYJH-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,2
TNDS,KYJH-TX1,07/01/2017,06/30/2018,0,1,8,1,3,0,0,4
TNMS,KYJH-TX1,07/01/2017,06/30/2018,0,1,3,1,2,0,0,0
TXSA,KYJH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
VATB,KYJH-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
ALOB,KYKC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
KYDA,KYKC-TX1,07/01/2017,06/30/2018,1,1,2,0,0,0,0,0
MNOP,KYKC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
NCCM,KYKC-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
TNDS,KYKC-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,2,0
TNMS,KYKC-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
WIUW,KYKC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
DCTC,KYUK-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
FLFH,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLUF,KYUK-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,1
GALL,KYUK-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,5,0
ILIP,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
KYDA,KYUK-TX1,07/01/2017,06/30/2018,1,1,54,3,32,0,14,11
MAOB,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MOMA,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MSOP,KYUK-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MWOB,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,2,0
NCCM,KYUK-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,2,4
NCNC,KYUK-TX1,07/01/2017,06/30/2018,0,1,0,0,3,0,0,0
NYRT,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLB,KYUK-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
OHLP,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,KYUK-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
PATF,KYUK-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,3
SCOP,KYUK-TX1,07/01/2017,06/30/2018,0,1,1,0,4,0,0,2
TNDS,KYUK-TX1,07/01/2017,06/30/2018,0,1,1,0,8,0,1,6
TNMS,KYUK-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,4,1
TXGC,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,KYUK-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,1,0
VATB,KYUK-TX1,07/01/2017,06/30/2018,0,1,0,0,3,0,0,0
WIUW,KYUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
ALOB,LACH-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
LAOP,LACH-TX1,07/01/2017,06/30/2018,1,1,5,0,0,0,0,0
ALOB,LAOF-TX1,07/01/2017,06/30/2018,0,1,3,0,3,0,0,0
AROR,LAOF-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
CAOP,LAOF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,LAOF-TX1,07/01/2017,06/30/2018,0,1,3,0,9,0,0,0
FLMP,LAOF-TX1,07/01/2017,06/30/2018,0,1,1,0,4,0,0,0
FLUF,LAOF-TX1,07/01/2017,06/30/2018,0,1,1,0,8,0,0,0
FLWC,LAOF-TX1,07/01/2017,06/30/2018,0,1,3,0,21,0,0,0
GALL,LAOF-TX1,07/01/2017,06/30/2018,0,1,3,0,11,0,0,0
ILIP,LAOF-TX1,07/01/2017,06/30/2018,0,0,0,0,3,0,0,0
LAOP,LAOF-TX1,07/01/2017,06/30/2018,1,1,80,12,91,0,24,41
MAOB,LAOF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MOMA,LAOF-TX1,07/01/2017,06/30/2018,0,0,0,0,3,0,0,0
MSOP,LAOF-TX1,07/01/2017,06/30/2018,0,1,2,0,2,0,1,2
NEOR,LAOF-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
OKOP,LAOF-TX1,07/01/2017,06/30/2018,0,0,0,0,4,0,0,0
PADV,LAOF-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
PRLL,LAOF-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
SCOP,LAOF-TX1,07/01/2017,06/30/2018,0,0,0,0,3,0,0,0
TNDS,LAOF-TX1,07/01/2017,06/30/2018,0,0,0,0,3,0,0,0
TNMS,LAOF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,LAOF-TX1,07/01/2017,06/30/2018,0,0,1,0,4,0,1,0
TXSA,LAOF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIDN,LAOF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,LATU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,LATU-TX1,07/01/2017,06/30/2018,0,1,3,0,0,0,0,0
FLUF,LATU-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,0,0
FLWC,LATU-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
LAOP,LATU-TX1,07/01/2017,06/30/2018,1,1,36,7,19,0,0,0
MAOB,LATU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MSOP,LATU-TX1,07/01/2017,06/30/2018,0,1,2,0,1,0,0,0
MWOB,LATU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,LATU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,LATU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AROR,LAWK-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
CAOP,LAWK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLMP,LAWK-TX1,07/01/2017,06/30/2018,0,1,1,1,0,0,0,0
FLUF,LAWK-TX1,07/01/2017,06/30/2018,0,1,2,1,1,0,0,0
FLWC,LAWK-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
GALL,LAWK-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
LAOP,LAWK-TX1,07/01/2017,06/30/2018,1,1,51,11,22,0,0,0
MIOP,LAWK-TX1,07/01/2017,06/30/2018,0,0,1,1,0,0,0,0
MSOP,LAWK-TX1,07/01/2017,06/30/2018,0,1,0,1,1,0,0,0
CTOP,MABI-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
MAOB,MABI-TX1,07/01/2017,06/30/2018,1,1,25,3,25,0,0,0
WALC,MABI-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,MABS-TX1,07/01/2017,06/30/2018,1,1,27,0,0,0,0,0
TNDS,MABS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,MABU-TX1,07/01/2017,06/30/2018,1,1,34,0,0,0,0,0
MOMA,MABU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
ILIP,MACH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MAOB,MACH-TX1,07/01/2017,06/30/2018,1,1,13,1,12,1,4,2
NYRT,MACH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHLB,MACH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,2
PADV,MACH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,2
PATF,MACH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
TNDS,MACH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,2
VATB,MACH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
CTOP,MALC-TX1,07/01/2017,06/30/2018,0,1,2,0,9,0,0,0
GALL,MALC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MAOB,MALC-TX1,07/01/2017,06/30/2018,1,1,19,0,51,0,0,0
MOMA,MALC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MWOB,MALC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
NYWN,MALC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
PADV,MALC-TX1,07/01/2017,06/30/2018,0,0,1,0,15,0,0,0
PATF,MALC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,MALC-TX1,07/01/2017,06/30/2018,0,0,0,0,4,0,0,0
TXGC,MALC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
TXSB,MALC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIDN,MALC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
CTOP,MAMG-TX1,07/01/2017,06/30/2018,0,1,7,0,5,0,3,4
DCTC,MAMG-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,2,4
FLFH,MAMG-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
FLMP,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
FLWC,MAMG-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
ILIP,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
INOP,MAMG-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,1,0
MAOB,MAMG-TX1,07/01/2017,06/30/2018,1,1,76,5,67,0,14,32
MDPC,MAMG-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MWOB,MAMG-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NJTO,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,6
NYAP,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,4,2
NYFL,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
NYRT,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,3,12
NYWN,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
OHLB,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
PADV,MAMG-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,3,10
PATF,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,4,0
TNDS,MAMG-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,1,0
VATB,MAMG-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,MANM-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,4,0
MAOB,MANM-TX1,07/01/2017,06/30/2018,1,1,18,0,0,0,34,0
MDPC,MANM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
NCNC,MANM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,MANM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
NYWN,MANM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
OHLP,MANM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,MANM-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,1,0
ALOB,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
CAOP,MAPB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CASD,MAPB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,MAPB-TX1,07/01/2017,06/30/2018,0,1,3,0,0,0,0,6
DCTC,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,4
FLFH,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
FLUF,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
FLWC,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
IAOP,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
ILIP,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
KYDA,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
LAOP,MAPB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
MAOB,MAPB-TX1,07/01/2017,06/30/2018,1,1,30,1,0,0,16,53
MDPC,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,4
MIOP,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MSOP,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
NCNC,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,2
NJTO,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,8
NYAP,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
NYRT,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,6
PADV,MAPB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,3,19
PATF,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,3
TNDS,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,4
TXSA,MAPB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,MAPB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,6
CADN,MAUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,MAUM-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
FLUF,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
GALL,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
IAOP,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
ILIP,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
KYDA,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MAOB,MAUM-TX1,07/01/2017,06/30/2018,1,1,30,2,32,0,0,0
MOMA,MAUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCCM,MAUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NJTO,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
NYRT,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
OKOP,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,3,0,0,0
PADV,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,2,0,0,0
SCOP,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
TNDS,MAUM-TX1,07/01/2017,06/30/2018,0,0,0,0,4,0,0,0
TXGC,MAUM-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
VATB,MAUM-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
ALOB,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
AZOB,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
CADN,MDJH-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
CAOP,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CASD,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
CORS,MDJH-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
DCTC,MDJH-TX1,07/01/2017,06/30/2018,0,1,3,0,8,0,1,4
FLUF,MDJH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
FLWC,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
GALL,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
IAOP,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,MDJH-TX1,07/01/2017,06/30/2018,0,0,6,0,0,0,0,0
INOP,MDJH-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,1,0
KYDA,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,1,0
LAOP,MDJH-TX1,07/01/2017,06/30/2018,0,0,6,0,0,0,0,0
MAOB,MDJH-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,4
MDPC,MDJH-TX1,07/01/2017,06/30/2018,1,1,60,5,54,0,12,26
MIOP,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MNOP,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,1
MOMA,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,0,0
MSOP,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MWOB,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NCCM,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,2
NCNC,MDJH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,3
NEOR,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NJTO,MDJH-TX1,07/01/2017,06/30/2018,0,1,4,0,16,0,1,0
NVLV,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NYAP,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
NYRT,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,0,6
OHLB,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
OHLC,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLP,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ORUO,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
PADV,MDJH-TX1,07/01/2017,06/30/2018,0,1,15,1,12,0,0,4
PATF,MDJH-TX1,07/01/2017,06/30/2018,0,1,7,0,5,0,1,6
SCOP,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,2,0
TNDS,MDJH-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
TXGC,MDJH-TX1,07/01/2017,06/30/2018,0,0,5,0,1,0,0,0
VATB,MDJH-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,2
WALC,MDJH-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
WIDN,MDJH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
ALOB,MDUM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
CORS,MDUM-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
DCTC,MDUM-TX1,07/01/2017,06/30/2018,0,1,1,2,2,0,0,2
FLFH,MDUM-TX1,07/01/2017,06/30/2018,0,0,5,1,0,0,0,0
FLMP,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLWC,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,1
HIOP,MDUM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
IAOP,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,MDUM-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,1,0
INOP,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,1,2
KYDA,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
LAOP,MDUM-TX1,07/01/2017,06/30/2018,0,0,2,1,0,0,0,0
MAOB,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,1,0,0,1,0
MDPC,MDUM-TX1,07/01/2017,06/30/2018,1,1,110,22,51,0,25,13
MIOP,MDUM-TX1,07/01/2017,06/30/2018,0,0,7,0,0,0,0,2
MNOP,MDUM-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
MSOP,MDUM-TX1,07/01/2017,06/30/2018,0,0,0,1,0,0,0,0
MWOB,MDUM-TX1,07/01/2017,06/30/2018,0,0,3,2,0,0,0,0
NCNC,MDUM-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,2
NJTO,MDUM-TX1,07/01/2017,06/30/2018,0,1,6,1,17,0,0,0
NYFL,MDUM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
NYRT,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,4
OHLB,MDUM-TX1,07/01/2017,06/30/2018,0,0,3,1,0,0,1,1
OKOP,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,1,0,0,0,0
PADV,MDUM-TX1,07/01/2017,06/30/2018,0,1,29,7,40,0,0,3
PATF,MDUM-TX1,07/01/2017,06/30/2018,0,1,10,1,12,0,0,0
PRLL,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,MDUM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,2
TNDS,MDUM-TX1,07/01/2017,06/30/2018,0,0,5,1,0,0,0,0
TNMS,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,MDUM-TX1,07/01/2017,06/30/2018,0,0,2,1,0,0,0,0
VATB,MDUM-TX1,07/01/2017,06/30/2018,0,0,3,1,0,0,0,1
WALC,MDUM-TX1,07/01/2017,06/30/2018,0,0,0,1,0,0,0,0
WIDN,MDUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,MEMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,MEMC-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,0
GALL,MEMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,MEMC-TX1,07/01/2017,06/30/2018,1,1,11,0,0,0,0,0
NJTO,MEMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,MEMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ALOB,MIBH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CADN,MIBH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,MIBH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
INOP,MIBH-TX1,07/01/2017,06/30/2018,0,1,6,0,4,0,0,0
MAOB,MIBH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,MIBH-TX1,07/01/2017,06/30/2018,1,1,45,0,23,0,0,0
MWOB,MIBH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCNC,MIBH-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
OHLB,MIBH-TX1,07/01/2017,06/30/2018,0,1,5,0,2,0,0,0
OHLC,MIBH-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,0
OHLP,MIBH-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
OHOV,MIBH-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
PADV,MIBH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TXGC,MIBH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSA,MIBH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,MIBH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIUW,MIBH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,MICH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
ILIP,MICH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
INOP,MICH-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
LAOP,MICH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MIOP,MICH-TX1,07/01/2017,06/30/2018,1,1,10,0,0,0,0,0
MSOP,MICH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHOV,MICH-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
TXSB,MICH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MIOP,MIDV-TX1,07/01/2017,06/30/2018,1,1,2,0,0,0,0,0
CAOP,MIHF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,MIHF-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,MIHF-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,13
INOP,MIHF-TX1,07/01/2017,06/30/2018,0,1,7,0,4,0,0,4
MIOP,MIHF-TX1,07/01/2017,06/30/2018,1,1,56,5,71,0,15,22
MWOB,MIHF-TX1,07/01/2017,06/30/2018,0,0,0,1,1,1,0,0
NCCM,MIHF-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,2
NYRT,MIHF-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
